i,j
118.0,395.0
197.0,395.0
300.0,395.0
395.0,553.0
4.0,396.0
45.0,396.0
191.0,396.0
231.0,396.0
396.0,488.0
396.0,544.0
396.0,665.0
396.0,747.0
396.0,838.0
397.0,408.0
397.0,419.0
397.0,473.0
397.0,794.0
11.0,398.0
22.0,398.0
398.0,403.0
398.0,536.0
398.0,639.0
398.0,670.0
398.0,709.0
24.0,399.0
124.0,399.0
207.0,399.0
399.0,416.0
399.0,653.0
399.0,885.0
400.0,404.0
400.0,430.0
400.0,994.0
28.0,401.0
98.0,401.0
225.0,401.0
377.0,401.0
401.0,512.0
401.0,645.0
401.0,667.0
401.0,917.0
321.0,402.0
402.0,457.0
402.0,537.0
402.0,865.0
87.0,403.0
352.0,403.0
403.0,464.0
403.0,470.0
403.0,500.0
403.0,638.0
403.0,698.0
403.0,811.0
346.0,404.0
404.0,453.0
404.0,901.0
213.0,405.0
377.0,405.0
405.0,476.0
405.0,801.0
405.0,816.0
406.0,752.0
407.0,411.0
407.0,616.0
407.0,632.0
407.0,742.0
191.0,408.0
205.0,408.0
408.0,580.0
408.0,977.0
36.0,409.0
409.0,586.0
409.0,642.0
105.0,410.0
127.0,410.0
219.0,410.0
336.0,410.0
346.0,410.0
410.0,437.0
410.0,561.0
410.0,603.0
410.0,604.0
411.0,532.0
411.0,627.0
194.0,412.0
245.0,412.0
367.0,412.0
260.0,413.0
318.0,413.0
325.0,413.0
413.0,421.0
413.0,607.0
413.0,832.0
69.0,414.0
118.0,414.0
145.0,414.0
373.0,414.0
414.0,727.0
345.0,415.0
396.0,415.0
415.0,595.0
415.0,826.0
243.0,416.0
286.0,416.0
416.0,492.0
416.0,560.0
416.0,663.0
416.0,802.0
416.0,835.0
416.0,996.0
406.0,417.0
417.0,527.0
417.0,599.0
417.0,610.0
417.0,620.0
417.0,735.0
324.0,418.0
418.0,419.0
418.0,420.0
418.0,449.0
418.0,468.0
418.0,871.0
418.0,977.0
418.0,986.0
181.0,419.0
419.0,578.0
278.0,420.0
420.0,891.0
421.0,476.0
421.0,545.0
421.0,554.0
396.0,422.0
422.0,526.0
422.0,832.0
422.0,970.0
359.0,423.0
423.0,641.0
423.0,660.0
20.0,424.0
424.0,568.0
424.0,620.0
112.0,425.0
425.0,541.0
425.0,579.0
425.0,600.0
425.0,621.0
425.0,688.0
425.0,872.0
298.0,426.0
426.0,756.0
426.0,881.0
63.0,427.0
427.0,555.0
427.0,606.0
112.0,428.0
120.0,428.0
214.0,428.0
391.0,428.0
21.0,429.0
193.0,429.0
406.0,429.0
429.0,692.0
65.0,430.0
430.0,649.0
0.0,431.0
102.0,432.0
432.0,482.0
432.0,620.0
432.0,624.0
432.0,665.0
432.0,867.0
432.0,879.0
141.0,433.0
433.0,448.0
433.0,508.0
433.0,554.0
433.0,918.0
339.0,434.0
412.0,434.0
434.0,488.0
434.0,511.0
434.0,522.0
434.0,539.0
434.0,825.0
61.0,435.0
247.0,435.0
435.0,518.0
435.0,572.0
435.0,610.0
435.0,817.0
7.0,436.0
433.0,436.0
436.0,542.0
436.0,599.0
436.0,636.0
436.0,643.0
436.0,674.0
70.0,437.0
434.0,437.0
437.0,684.0
65.0,438.0
68.0,438.0
356.0,438.0
438.0,537.0
438.0,659.0
438.0,725.0
438.0,879.0
21.0,439.0
366.0,439.0
439.0,553.0
439.0,760.0
439.0,931.0
114.0,440.0
440.0,887.0
441.0,552.0
441.0,588.0
441.0,594.0
441.0,888.0
441.0,925.0
441.0,987.0
108.0,442.0
240.0,442.0
301.0,442.0
402.0,442.0
412.0,442.0
354.0,443.0
443.0,595.0
443.0,767.0
443.0,931.0
444.0,540.0
444.0,571.0
444.0,735.0
413.0,445.0
445.0,877.0
4.0,446.0
446.0,564.0
10.0,447.0
420.0,447.0
447.0,607.0
447.0,642.0
447.0,805.0
447.0,814.0
448.0,485.0
448.0,504.0
331.0,449.0
395.0,449.0
449.0,737.0
449.0,846.0
91.0,450.0
235.0,450.0
450.0,519.0
450.0,540.0
450.0,552.0
451.0,511.0
451.0,729.0
451.0,771.0
451.0,823.0
451.0,844.0
254.0,452.0
330.0,452.0
375.0,452.0
452.0,463.0
452.0,475.0
452.0,627.0
452.0,762.0
350.0,453.0
372.0,453.0
400.0,453.0
453.0,492.0
453.0,707.0
453.0,743.0
453.0,781.0
453.0,818.0
290.0,454.0
333.0,454.0
349.0,454.0
412.0,454.0
454.0,473.0
454.0,477.0
454.0,575.0
454.0,833.0
454.0,938.0
206.0,455.0
447.0,455.0
455.0,487.0
455.0,561.0
455.0,625.0
455.0,670.0
455.0,679.0
455.0,834.0
455.0,852.0
357.0,456.0
374.0,456.0
400.0,456.0
456.0,508.0
456.0,660.0
456.0,678.0
456.0,837.0
457.0,494.0
457.0,530.0
457.0,596.0
457.0,654.0
457.0,819.0
457.0,970.0
178.0,458.0
458.0,711.0
458.0,771.0
296.0,459.0
445.0,459.0
459.0,488.0
459.0,779.0
460.0,875.0
126.0,461.0
413.0,461.0
461.0,512.0
461.0,664.0
461.0,919.0
461.0,990.0
276.0,462.0
333.0,462.0
393.0,462.0
462.0,579.0
462.0,597.0
462.0,693.0
462.0,865.0
44.0,463.0
201.0,463.0
417.0,463.0
463.0,655.0
463.0,741.0
463.0,929.0
383.0,464.0
464.0,774.0
464.0,941.0
45.0,465.0
321.0,465.0
383.0,465.0
465.0,504.0
465.0,826.0
465.0,962.0
465.0,979.0
192.0,466.0
450.0,466.0
466.0,539.0
466.0,792.0
466.0,819.0
466.0,859.0
333.0,467.0
439.0,467.0
467.0,764.0
337.0,468.0
403.0,468.0
431.0,468.0
468.0,498.0
468.0,652.0
468.0,671.0
468.0,738.0
190.0,469.0
469.0,495.0
469.0,524.0
469.0,644.0
469.0,829.0
407.0,470.0
451.0,470.0
470.0,471.0
31.0,471.0
203.0,471.0
456.0,471.0
471.0,598.0
471.0,630.0
471.0,744.0
471.0,948.0
265.0,472.0
472.0,574.0
472.0,646.0
356.0,473.0
391.0,473.0
473.0,537.0
473.0,827.0
473.0,883.0
473.0,963.0
181.0,474.0
280.0,474.0
474.0,659.0
474.0,864.0
474.0,976.0
121.0,475.0
468.0,475.0
473.0,475.0
475.0,613.0
475.0,772.0
475.0,871.0
221.0,476.0
441.0,476.0
476.0,556.0
476.0,595.0
84.0,477.0
362.0,477.0
428.0,477.0
477.0,584.0
477.0,652.0
477.0,681.0
220.0,478.0
478.0,809.0
81.0,479.0
479.0,532.0
10.0,480.0
14.0,480.0
459.0,480.0
478.0,480.0
480.0,537.0
236.0,481.0
481.0,621.0
481.0,649.0
481.0,750.0
481.0,792.0
449.0,482.0
482.0,577.0
482.0,594.0
482.0,620.0
482.0,993.0
78.0,483.0
117.0,483.0
348.0,483.0
380.0,483.0
483.0,579.0
483.0,774.0
361.0,484.0
368.0,484.0
371.0,484.0
423.0,484.0
148.0,485.0
374.0,485.0
472.0,485.0
473.0,485.0
485.0,652.0
485.0,692.0
123.0,486.0
156.0,486.0
215.0,486.0
279.0,486.0
486.0,778.0
486.0,955.0
486.0,986.0
26.0,487.0
112.0,487.0
119.0,487.0
308.0,487.0
360.0,487.0
376.0,487.0
432.0,487.0
453.0,487.0
487.0,628.0
487.0,755.0
262.0,488.0
363.0,488.0
488.0,509.0
488.0,559.0
97.0,489.0
426.0,489.0
489.0,497.0
489.0,569.0
489.0,602.0
353.0,490.0
473.0,490.0
490.0,578.0
490.0,791.0
490.0,926.0
269.0,491.0
380.0,491.0
491.0,549.0
491.0,564.0
491.0,660.0
491.0,843.0
491.0,851.0
491.0,902.0
347.0,492.0
408.0,492.0
492.0,538.0
492.0,542.0
492.0,581.0
492.0,794.0
492.0,833.0
157.0,493.0
278.0,493.0
362.0,493.0
481.0,493.0
493.0,533.0
493.0,729.0
493.0,981.0
214.0,494.0
258.0,494.0
279.0,494.0
364.0,494.0
421.0,494.0
494.0,512.0
494.0,656.0
326.0,495.0
437.0,495.0
444.0,495.0
454.0,495.0
495.0,565.0
495.0,744.0
495.0,787.0
495.0,958.0
429.0,496.0
479.0,496.0
496.0,500.0
496.0,557.0
496.0,612.0
103.0,497.0
417.0,497.0
444.0,497.0
497.0,599.0
165.0,498.0
226.0,498.0
396.0,498.0
498.0,534.0
327.0,499.0
499.0,737.0
499.0,866.0
334.0,500.0
500.0,553.0
500.0,635.0
50.0,501.0
65.0,501.0
501.0,667.0
502.0,580.0
502.0,888.0
398.0,503.0
469.0,503.0
503.0,582.0
503.0,932.0
503.0,977.0
80.0,504.0
151.0,504.0
504.0,505.0
504.0,584.0
504.0,598.0
504.0,605.0
504.0,662.0
158.0,505.0
390.0,505.0
502.0,505.0
505.0,693.0
505.0,734.0
505.0,819.0
80.0,506.0
355.0,506.0
358.0,506.0
403.0,506.0
465.0,506.0
506.0,967.0
301.0,507.0
507.0,896.0
507.0,963.0
508.0,524.0
508.0,556.0
508.0,588.0
508.0,696.0
508.0,889.0
508.0,909.0
508.0,968.0
264.0,509.0
398.0,509.0
510.0,592.0
510.0,632.0
510.0,733.0
433.0,511.0
511.0,617.0
511.0,652.0
511.0,720.0
179.0,512.0
425.0,512.0
441.0,512.0
512.0,555.0
512.0,864.0
82.0,513.0
91.0,513.0
155.0,513.0
156.0,513.0
513.0,520.0
513.0,807.0
513.0,879.0
513.0,926.0
226.0,514.0
514.0,600.0
514.0,611.0
514.0,638.0
514.0,647.0
202.0,515.0
340.0,515.0
351.0,515.0
393.0,515.0
402.0,515.0
499.0,515.0
515.0,629.0
515.0,977.0
23.0,516.0
187.0,516.0
338.0,516.0
499.0,516.0
516.0,733.0
128.0,517.0
151.0,517.0
312.0,517.0
495.0,517.0
517.0,705.0
517.0,706.0
517.0,708.0
4.0,518.0
343.0,518.0
515.0,518.0
518.0,519.0
518.0,550.0
232.0,519.0
382.0,519.0
519.0,674.0
519.0,887.0
313.0,520.0
340.0,520.0
473.0,520.0
502.0,520.0
520.0,542.0
520.0,552.0
520.0,594.0
521.0,971.0
521.0,980.0
501.0,522.0
504.0,522.0
288.0,523.0
523.0,594.0
523.0,607.0
523.0,639.0
523.0,873.0
45.0,524.0
58.0,524.0
333.0,524.0
402.0,524.0
470.0,524.0
524.0,569.0
524.0,631.0
524.0,798.0
524.0,820.0
368.0,525.0
444.0,525.0
525.0,733.0
525.0,870.0
525.0,935.0
299.0,526.0
390.0,526.0
526.0,805.0
526.0,903.0
92.0,527.0
487.0,527.0
527.0,734.0
527.0,817.0
527.0,874.0
68.0,528.0
146.0,528.0
415.0,528.0
475.0,528.0
358.0,529.0
409.0,529.0
515.0,529.0
529.0,817.0
529.0,977.0
450.0,530.0
530.0,805.0
530.0,812.0
271.0,531.0
346.0,531.0
369.0,531.0
456.0,531.0
531.0,534.0
531.0,588.0
531.0,610.0
531.0,880.0
532.0,534.0
532.0,574.0
532.0,608.0
532.0,693.0
532.0,829.0
532.0,942.0
532.0,984.0
424.0,533.0
369.0,534.0
382.0,534.0
534.0,657.0
534.0,663.0
534.0,917.0
74.0,535.0
130.0,535.0
297.0,535.0
341.0,535.0
428.0,535.0
508.0,535.0
535.0,961.0
33.0,536.0
130.0,536.0
536.0,601.0
17.0,537.0
316.0,537.0
418.0,537.0
429.0,537.0
537.0,690.0
120.0,538.0
510.0,538.0
537.0,538.0
538.0,635.0
538.0,658.0
305.0,539.0
539.0,575.0
539.0,605.0
46.0,540.0
81.0,540.0
514.0,540.0
540.0,558.0
540.0,619.0
175.0,541.0
204.0,541.0
366.0,541.0
541.0,627.0
274.0,542.0
407.0,542.0
436.0,542.0
542.0,657.0
543.0,694.0
543.0,879.0
543.0,958.0
414.0,544.0
461.0,544.0
544.0,595.0
544.0,640.0
544.0,653.0
231.0,545.0
279.0,545.0
347.0,545.0
382.0,545.0
545.0,600.0
134.0,546.0
343.0,546.0
374.0,546.0
456.0,546.0
546.0,651.0
38.0,547.0
96.0,547.0
547.0,587.0
184.0,548.0
186.0,548.0
548.0,552.0
548.0,571.0
548.0,712.0
548.0,786.0
548.0,953.0
328.0,549.0
405.0,549.0
541.0,549.0
456.0,550.0
550.0,637.0
550.0,654.0
550.0,656.0
550.0,686.0
403.0,551.0
190.0,552.0
335.0,552.0
552.0,561.0
552.0,800.0
552.0,947.0
89.0,553.0
361.0,553.0
553.0,558.0
553.0,785.0
198.0,554.0
377.0,554.0
438.0,554.0
492.0,554.0
520.0,554.0
554.0,581.0
554.0,877.0
0.0,555.0
47.0,555.0
108.0,555.0
452.0,555.0
555.0,689.0
555.0,701.0
555.0,720.0
555.0,730.0
109.0,556.0
541.0,556.0
556.0,567.0
139.0,557.0
521.0,557.0
524.0,557.0
557.0,653.0
557.0,664.0
557.0,842.0
381.0,558.0
524.0,558.0
558.0,623.0
558.0,646.0
558.0,877.0
66.0,559.0
448.0,559.0
485.0,559.0
501.0,559.0
532.0,559.0
559.0,632.0
559.0,660.0
559.0,803.0
393.0,560.0
446.0,560.0
498.0,560.0
548.0,560.0
560.0,613.0
213.0,561.0
423.0,561.0
501.0,561.0
537.0,561.0
285.0,562.0
346.0,562.0
433.0,562.0
562.0,969.0
81.0,563.0
217.0,563.0
341.0,563.0
388.0,563.0
207.0,564.0
452.0,564.0
488.0,564.0
557.0,564.0
564.0,610.0
564.0,672.0
564.0,803.0
564.0,846.0
564.0,994.0
169.0,565.0
379.0,565.0
490.0,565.0
528.0,565.0
565.0,585.0
565.0,822.0
188.0,566.0
215.0,566.0
455.0,566.0
41.0,567.0
139.0,567.0
417.0,567.0
452.0,567.0
567.0,577.0
567.0,656.0
44.0,568.0
372.0,568.0
514.0,568.0
515.0,568.0
568.0,969.0
447.0,569.0
569.0,585.0
569.0,763.0
437.0,570.0
463.0,570.0
570.0,722.0
38.0,571.0
102.0,571.0
121.0,571.0
237.0,571.0
346.0,571.0
388.0,571.0
428.0,571.0
444.0,571.0
546.0,571.0
571.0,772.0
106.0,572.0
402.0,572.0
472.0,572.0
572.0,618.0
572.0,647.0
66.0,573.0
4.0,574.0
191.0,574.0
356.0,574.0
376.0,574.0
396.0,574.0
559.0,574.0
568.0,574.0
574.0,997.0
313.0,575.0
365.0,575.0
389.0,575.0
575.0,810.0
575.0,846.0
576.0,908.0
450.0,577.0
577.0,888.0
66.0,578.0
154.0,578.0
202.0,578.0
391.0,578.0
494.0,578.0
512.0,578.0
578.0,621.0
578.0,643.0
578.0,708.0
578.0,920.0
196.0,579.0
230.0,579.0
371.0,579.0
434.0,579.0
479.0,579.0
495.0,579.0
529.0,579.0
579.0,876.0
120.0,580.0
206.0,581.0
342.0,581.0
504.0,581.0
545.0,581.0
581.0,633.0
581.0,666.0
9.0,582.0
291.0,582.0
418.0,582.0
535.0,582.0
582.0,736.0
582.0,949.0
359.0,583.0
417.0,583.0
510.0,583.0
583.0,624.0
583.0,642.0
583.0,643.0
583.0,679.0
583.0,809.0
583.0,828.0
583.0,981.0
583.0,995.0
225.0,584.0
548.0,584.0
584.0,631.0
584.0,752.0
584.0,991.0
163.0,585.0
259.0,585.0
392.0,585.0
550.0,585.0
585.0,662.0
585.0,869.0
363.0,586.0
561.0,587.0
587.0,609.0
587.0,748.0
46.0,588.0
102.0,588.0
434.0,588.0
498.0,588.0
588.0,976.0
206.0,589.0
589.0,620.0
589.0,654.0
176.0,590.0
211.0,590.0
237.0,590.0
372.0,590.0
513.0,590.0
514.0,590.0
575.0,590.0
196.0,591.0
230.0,591.0
266.0,591.0
591.0,933.0
384.0,592.0
460.0,592.0
525.0,592.0
430.0,593.0
593.0,653.0
593.0,994.0
384.0,594.0
386.0,594.0
588.0,594.0
594.0,660.0
2.0,595.0
383.0,595.0
420.0,595.0
523.0,595.0
566.0,595.0
579.0,595.0
595.0,743.0
595.0,795.0
595.0,826.0
595.0,833.0
43.0,596.0
389.0,596.0
595.0,596.0
596.0,944.0
28.0,597.0
283.0,597.0
401.0,597.0
526.0,597.0
149.0,598.0
306.0,598.0
405.0,598.0
598.0,599.0
598.0,654.0
598.0,715.0
598.0,979.0
204.0,599.0
281.0,599.0
304.0,599.0
599.0,634.0
599.0,688.0
291.0,600.0
390.0,600.0
455.0,600.0
600.0,610.0
600.0,650.0
600.0,659.0
600.0,852.0
601.0,826.0
601.0,873.0
601.0,969.0
212.0,602.0
412.0,602.0
478.0,602.0
528.0,602.0
602.0,615.0
602.0,909.0
602.0,992.0
264.0,603.0
431.0,603.0
438.0,603.0
553.0,603.0
564.0,603.0
602.0,603.0
603.0,623.0
569.0,604.0
604.0,802.0
25.0,605.0
503.0,606.0
584.0,606.0
599.0,606.0
606.0,629.0
606.0,636.0
64.0,607.0
364.0,607.0
454.0,607.0
607.0,889.0
607.0,946.0
242.0,608.0
299.0,609.0
323.0,609.0
427.0,609.0
553.0,609.0
609.0,837.0
365.0,610.0
400.0,610.0
404.0,610.0
407.0,610.0
434.0,610.0
480.0,610.0
491.0,610.0
555.0,610.0
610.0,686.0
610.0,714.0
610.0,985.0
611.0,966.0
85.0,612.0
196.0,612.0
452.0,612.0
455.0,613.0
613.0,646.0
613.0,705.0
613.0,762.0
613.0,844.0
613.0,934.0
102.0,614.0
229.0,614.0
269.0,614.0
427.0,614.0
576.0,614.0
614.0,651.0
389.0,615.0
443.0,615.0
568.0,615.0
615.0,657.0
45.0,616.0
161.0,616.0
449.0,616.0
509.0,616.0
558.0,616.0
616.0,691.0
616.0,714.0
616.0,785.0
616.0,894.0
280.0,617.0
470.0,617.0
88.0,618.0
294.0,618.0
405.0,618.0
418.0,618.0
498.0,618.0
571.0,618.0
618.0,730.0
618.0,756.0
437.0,619.0
455.0,619.0
491.0,619.0
523.0,619.0
573.0,619.0
619.0,841.0
619.0,949.0
158.0,620.0
620.0,660.0
620.0,733.0
620.0,745.0
620.0,792.0
620.0,889.0
168.0,621.0
193.0,621.0
493.0,621.0
552.0,621.0
575.0,621.0
611.0,621.0
538.0,622.0
564.0,622.0
570.0,622.0
607.0,622.0
622.0,731.0
622.0,883.0
489.0,623.0
623.0,880.0
623.0,981.0
56.0,624.0
188.0,624.0
243.0,624.0
350.0,625.0
362.0,625.0
625.0,669.0
625.0,869.0
161.0,626.0
168.0,626.0
185.0,626.0
500.0,626.0
508.0,626.0
600.0,626.0
605.0,626.0
550.0,627.0
627.0,637.0
627.0,678.0
627.0,696.0
627.0,839.0
112.0,628.0
474.0,628.0
628.0,801.0
628.0,894.0
347.0,629.0
493.0,629.0
549.0,629.0
613.0,629.0
629.0,659.0
58.0,630.0
421.0,630.0
442.0,630.0
595.0,630.0
630.0,774.0
355.0,631.0
531.0,631.0
573.0,631.0
631.0,661.0
631.0,842.0
267.0,632.0
277.0,632.0
632.0,803.0
632.0,804.0
632.0,844.0
351.0,633.0
383.0,633.0
466.0,633.0
487.0,633.0
519.0,633.0
100.0,634.0
382.0,634.0
395.0,634.0
597.0,634.0
609.0,634.0
634.0,887.0
388.0,635.0
518.0,635.0
573.0,635.0
635.0,756.0
635.0,945.0
20.0,636.0
535.0,636.0
89.0,637.0
224.0,637.0
477.0,637.0
491.0,637.0
571.0,637.0
637.0,954.0
518.0,638.0
610.0,638.0
197.0,639.0
344.0,639.0
536.0,639.0
572.0,639.0
639.0,657.0
639.0,727.0
639.0,896.0
493.0,640.0
344.0,641.0
401.0,641.0
641.0,693.0
641.0,719.0
25.0,642.0
138.0,642.0
365.0,642.0
408.0,642.0
526.0,642.0
639.0,642.0
642.0,693.0
642.0,760.0
642.0,940.0
237.0,643.0
343.0,643.0
357.0,643.0
426.0,643.0
469.0,643.0
589.0,643.0
643.0,886.0
389.0,644.0
506.0,644.0
514.0,644.0
644.0,798.0
492.0,645.0
559.0,645.0
645.0,857.0
84.0,646.0
372.0,646.0
474.0,646.0
505.0,646.0
514.0,646.0
604.0,646.0
611.0,646.0
616.0,646.0
646.0,679.0
646.0,991.0
122.0,647.0
644.0,647.0
647.0,670.0
88.0,648.0
342.0,648.0
411.0,648.0
546.0,648.0
648.0,687.0
648.0,793.0
648.0,924.0
648.0,941.0
306.0,649.0
319.0,649.0
324.0,649.0
396.0,649.0
493.0,649.0
632.0,649.0
649.0,661.0
649.0,964.0
394.0,650.0
582.0,650.0
650.0,771.0
27.0,651.0
192.0,651.0
373.0,651.0
495.0,651.0
597.0,651.0
651.0,889.0
651.0,971.0
140.0,652.0
168.0,652.0
454.0,652.0
465.0,652.0
481.0,652.0
27.0,653.0
29.0,653.0
145.0,653.0
339.0,653.0
653.0,946.0
44.0,654.0
353.0,654.0
480.0,654.0
493.0,654.0
569.0,654.0
603.0,654.0
654.0,911.0
247.0,655.0
510.0,655.0
518.0,655.0
603.0,655.0
655.0,722.0
655.0,794.0
181.0,656.0
603.0,656.0
650.0,656.0
656.0,657.0
656.0,657.0
656.0,836.0
27.0,657.0
156.0,657.0
510.0,657.0
580.0,657.0
614.0,657.0
657.0,839.0
65.0,658.0
390.0,658.0
648.0,658.0
658.0,683.0
92.0,659.0
290.0,659.0
426.0,659.0
628.0,659.0
659.0,686.0
659.0,931.0
363.0,660.0
527.0,660.0
563.0,660.0
640.0,660.0
166.0,661.0
427.0,661.0
437.0,661.0
510.0,661.0
661.0,894.0
661.0,960.0
449.0,662.0
460.0,662.0
662.0,711.0
662.0,975.0
175.0,663.0
534.0,663.0
633.0,663.0
46.0,664.0
409.0,664.0
421.0,664.0
664.0,815.0
664.0,869.0
664.0,970.0
85.0,665.0
131.0,665.0
223.0,665.0
344.0,665.0
489.0,665.0
660.0,665.0
665.0,984.0
264.0,666.0
529.0,667.0
667.0,845.0
667.0,877.0
125.0,668.0
289.0,668.0
659.0,668.0
668.0,692.0
668.0,823.0
668.0,917.0
52.0,669.0
418.0,669.0
600.0,669.0
669.0,861.0
38.0,670.0
192.0,670.0
230.0,670.0
632.0,670.0
670.0,715.0
670.0,761.0
670.0,775.0
670.0,857.0
670.0,880.0
670.0,954.0
671.0,727.0
671.0,764.0
671.0,954.0
200.0,672.0
314.0,672.0
465.0,672.0
533.0,672.0
672.0,686.0
672.0,886.0
71.0,673.0
311.0,673.0
423.0,673.0
446.0,673.0
485.0,673.0
673.0,945.0
380.0,674.0
663.0,674.0
674.0,860.0
674.0,870.0
674.0,965.0
674.0,983.0
565.0,675.0
675.0,701.0
675.0,761.0
675.0,775.0
437.0,676.0
468.0,676.0
676.0,794.0
677.0,725.0
677.0,731.0
677.0,771.0
677.0,789.0
677.0,792.0
677.0,904.0
677.0,966.0
196.0,678.0
473.0,678.0
671.0,678.0
678.0,711.0
678.0,754.0
678.0,861.0
679.0,918.0
57.0,680.0
525.0,680.0
562.0,680.0
680.0,701.0
680.0,731.0
680.0,831.0
680.0,933.0
182.0,681.0
176.0,682.0
313.0,682.0
682.0,727.0
682.0,736.0
682.0,902.0
682.0,922.0
105.0,683.0
683.0,812.0
683.0,855.0
683.0,863.0
683.0,980.0
202.0,684.0
338.0,684.0
659.0,684.0
684.0,686.0
684.0,826.0
2.0,685.0
685.0,774.0
685.0,977.0
50.0,686.0
250.0,686.0
535.0,686.0
686.0,700.0
686.0,768.0
686.0,879.0
686.0,967.0
687.0,813.0
259.0,688.0
619.0,688.0
53.0,689.0
283.0,689.0
447.0,689.0
689.0,715.0
689.0,819.0
45.0,690.0
98.0,690.0
690.0,701.0
690.0,716.0
690.0,828.0
690.0,846.0
189.0,691.0
326.0,691.0
691.0,698.0
691.0,858.0
691.0,881.0
691.0,913.0
691.0,917.0
318.0,692.0
692.0,869.0
273.0,693.0
501.0,693.0
693.0,759.0
693.0,838.0
693.0,918.0
55.0,694.0
569.0,694.0
694.0,781.0
694.0,844.0
533.0,695.0
555.0,695.0
660.0,695.0
695.0,710.0
338.0,696.0
454.0,696.0
696.0,752.0
696.0,931.0
696.0,934.0
71.0,697.0
135.0,697.0
222.0,697.0
571.0,697.0
697.0,857.0
697.0,982.0
293.0,698.0
423.0,698.0
572.0,698.0
698.0,847.0
698.0,862.0
698.0,881.0
698.0,922.0
698.0,955.0
204.0,699.0
699.0,795.0
699.0,801.0
699.0,843.0
66.0,700.0
270.0,700.0
304.0,700.0
700.0,774.0
700.0,949.0
700.0,997.0
7.0,701.0
182.0,701.0
393.0,701.0
469.0,701.0
497.0,701.0
686.0,701.0
701.0,932.0
634.0,702.0
702.0,743.0
702.0,751.0
702.0,908.0
702.0,924.0
65.0,703.0
177.0,703.0
365.0,703.0
676.0,703.0
381.0,704.0
543.0,704.0
704.0,705.0
704.0,787.0
704.0,988.0
268.0,705.0
280.0,705.0
281.0,705.0
674.0,705.0
705.0,795.0
705.0,863.0
705.0,909.0
705.0,950.0
705.0,993.0
706.0,788.0
706.0,937.0
168.0,707.0
259.0,707.0
498.0,707.0
707.0,779.0
707.0,923.0
707.0,969.0
574.0,708.0
695.0,708.0
708.0,927.0
56.0,709.0
239.0,709.0
709.0,811.0
709.0,926.0
363.0,710.0
382.0,710.0
533.0,710.0
704.0,710.0
710.0,809.0
710.0,871.0
710.0,896.0
159.0,711.0
254.0,711.0
282.0,711.0
711.0,806.0
711.0,826.0
711.0,918.0
711.0,998.0
103.0,712.0
175.0,712.0
383.0,712.0
691.0,712.0
712.0,757.0
712.0,974.0
219.0,713.0
228.0,713.0
660.0,713.0
713.0,898.0
713.0,906.0
21.0,714.0
57.0,714.0
158.0,714.0
211.0,714.0
242.0,714.0
714.0,724.0
714.0,902.0
40.0,715.0
697.0,715.0
713.0,715.0
715.0,749.0
0.0,716.0
683.0,717.0
717.0,750.0
414.0,718.0
439.0,718.0
630.0,718.0
718.0,770.0
718.0,880.0
718.0,946.0
259.0,719.0
335.0,719.0
719.0,869.0
720.0,816.0
106.0,721.0
318.0,721.0
349.0,721.0
721.0,747.0
721.0,805.0
721.0,822.0
721.0,956.0
706.0,722.0
722.0,728.0
722.0,965.0
722.0,972.0
59.0,723.0
174.0,723.0
252.0,723.0
395.0,723.0
723.0,727.0
723.0,923.0
682.0,724.0
716.0,724.0
724.0,866.0
724.0,949.0
547.0,725.0
559.0,725.0
725.0,967.0
216.0,726.0
234.0,726.0
726.0,808.0
726.0,835.0
726.0,872.0
726.0,951.0
72.0,727.0
96.0,727.0
727.0,790.0
727.0,844.0
727.0,893.0
727.0,899.0
249.0,728.0
578.0,728.0
675.0,728.0
728.0,759.0
728.0,854.0
728.0,928.0
174.0,729.0
716.0,729.0
107.0,730.0
576.0,730.0
730.0,820.0
636.0,731.0
687.0,731.0
731.0,840.0
731.0,857.0
731.0,949.0
465.0,732.0
568.0,732.0
691.0,732.0
732.0,788.0
732.0,930.0
733.0,854.0
95.0,734.0
734.0,904.0
18.0,735.0
735.0,803.0
174.0,736.0
324.0,736.0
713.0,736.0
736.0,838.0
736.0,858.0
736.0,884.0
736.0,921.0
708.0,737.0
737.0,922.0
452.0,738.0
738.0,875.0
738.0,880.0
738.0,924.0
430.0,739.0
739.0,827.0
33.0,740.0
66.0,740.0
196.0,740.0
367.0,740.0
739.0,740.0
740.0,919.0
207.0,741.0
741.0,957.0
97.0,742.0
329.0,742.0
628.0,742.0
742.0,747.0
742.0,750.0
743.0,852.0
743.0,927.0
112.0,744.0
504.0,744.0
744.0,892.0
744.0,937.0
744.0,939.0
254.0,745.0
308.0,745.0
364.0,745.0
745.0,747.0
745.0,753.0
745.0,849.0
745.0,981.0
101.0,746.0
593.0,746.0
716.0,746.0
79.0,747.0
296.0,747.0
326.0,747.0
673.0,747.0
747.0,831.0
747.0,877.0
747.0,927.0
747.0,964.0
243.0,748.0
252.0,748.0
673.0,748.0
748.0,759.0
108.0,749.0
454.0,749.0
665.0,749.0
738.0,749.0
749.0,829.0
367.0,750.0
652.0,750.0
750.0,815.0
750.0,877.0
750.0,905.0
750.0,950.0
68.0,751.0
345.0,751.0
489.0,751.0
751.0,778.0
751.0,869.0
751.0,876.0
751.0,910.0
751.0,950.0
751.0,953.0
255.0,752.0
518.0,752.0
